jvm_short,jvm_descr,jvm_major_version,gc_descr,gc_short,framework,memflag,compl_req,failed_req,req_per_sec,time_per_req_avg,cpus,concurrency,duration
openj9_12_02,OpenJ9 12,12,Balanced policy,Balanced,Vert.x,-Xmx128m -Xms128m,34346,0,3434.59,0.291,1,1,10
openj9_12_02,OpenJ9 12,12,Balanced policy,Balanced,Vert.x,-Xmx128m -Xms128m,41202,0,4120.18,0.243,1,4,10
openj9_12_02,OpenJ9 12,12,Balanced policy,Balanced,Vert.x,-Xmx128m -Xms128m,38535,0,3853.49,0.260,4,1,10
openj9_12_02,OpenJ9 12,12,Balanced policy,Balanced,Vert.x,-Xmx128m -Xms128m,44539,0,4452.36,0.225,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Akka,-Xmx512m -Xms512m,2555,0,255.49,3.914,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Akka,-Xmx512m -Xms512m,2401,0,240.06,4.166,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Akka,-Xmx512m -Xms512m,2581,0,258.01,3.876,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Akka,-Xmx512m -Xms512m,2438,0,243.71,4.103,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Quarkus,-Xmx512m -Xms512m,4667,0,466.64,2.143,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Quarkus,-Xmx512m -Xms512m,8961,0,613.67,1.630,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Quarkus,-Xmx512m -Xms512m,4736,0,473.54,2.112,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Quarkus,-Xmx512m -Xms512m,10768,0,1076.75,0.929,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Helidon SE,-Xmx512m -Xms512m,12616,0,1261.51,0.793,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Helidon SE,-Xmx512m -Xms512m,13291,0,1328.96,0.752,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Helidon SE,-Xmx512m -Xms512m,14186,0,1418.59,0.705,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Helidon SE,-Xmx512m -Xms512m,13338,0,1333.80,0.750,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot,-Xmx512m -Xms512m,6981,0,697.79,1.433,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot,-Xmx512m -Xms512m,7658,0,765.77,1.306,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot,-Xmx512m -Xms512m,6589,0,658.89,1.518,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot,-Xmx512m -Xms512m,7444,0,744.35,1.343,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Micronaut,-Xmx512m -Xms512m,6149,0,614.90,1.626,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Micronaut,-Xmx512m -Xms512m,4858,0,485.78,2.059,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Micronaut,-Xmx512m -Xms512m,5718,0,571.72,1.749,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Micronaut,-Xmx512m -Xms512m,5200,0,519.99,1.923,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Open Liberty,-Xmx512m -Xms512m,5964,0,596.38,1.677,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Open Liberty,-Xmx512m -Xms512m,FAILED,FAILED,FAILED,FAILED,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Open Liberty,-Xmx512m -Xms512m,5232,0,329.34,3.036,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Open Liberty,-Xmx512m -Xms512m,FAILED,FAILED,FAILED,FAILED,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot WebFlux,-Xmx512m -Xms512m,7758,0,775.74,1.289,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot WebFlux,-Xmx512m -Xms512m,8873,0,887.30,1.127,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot WebFlux,-Xmx512m -Xms512m,8036,0,803.56,1.244,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot WebFlux,-Xmx512m -Xms512m,7893,0,788.61,1.268,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,No framework,-Xmx512m -Xms512m,62871,0,6287.08,0.159,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,No framework,-Xmx512m -Xms512m,41472,0,4147.12,0.241,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,No framework,-Xmx512m -Xms512m,58450,0,5844.97,0.171,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,No framework,-Xmx512m -Xms512m,58780,0,5877.79,0.170,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Vert.x,-Xmx512m -Xms512m,29585,0,2958.48,0.338,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Vert.x,-Xmx512m -Xms512m,35514,0,3551.40,0.282,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Vert.x,-Xmx512m -Xms512m,32029,0,3202.90,0.312,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Vert.x,-Xmx512m -Xms512m,36841,0,3684.08,0.271,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Akka,-Xmx128m -Xms128m,2543,0,254.27,3.933,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Akka,-Xmx128m -Xms128m,2372,0,237.19,4.216,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Akka,-Xmx128m -Xms128m,2572,0,257.17,3.889,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Akka,-Xmx128m -Xms128m,2539,0,253.88,3.939,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Quarkus,-Xmx128m -Xms128m,4491,0,449.09,2.227,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Quarkus,-Xmx128m -Xms128m,FAILED,FAILED,FAILED,FAILED,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Quarkus,-Xmx128m -Xms128m,4211,0,278.48,3.591,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Quarkus,-Xmx128m -Xms128m,FAILED,FAILED,FAILED,FAILED,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Helidon SE,-Xmx128m -Xms128m,12257,0,1225.64,0.816,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Helidon SE,-Xmx128m -Xms128m,13275,0,1327.48,0.753,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Helidon SE,-Xmx128m -Xms128m,12340,0,1233.93,0.810,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Helidon SE,-Xmx128m -Xms128m,15081,0,1508.10,0.663,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot,-Xmx128m -Xms128m,5508,0,373.47,2.678,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot,-Xmx128m -Xms128m,7509,0,746.37,1.340,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot,-Xmx128m -Xms128m,6418,0,641.80,1.558,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot,-Xmx128m -Xms128m,7289,0,728.86,1.372,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Micronaut,-Xmx128m -Xms128m,6085,0,608.29,1.644,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Micronaut,-Xmx128m -Xms128m,5285,0,528.48,1.892,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Micronaut,-Xmx128m -Xms128m,5941,0,594.09,1.683,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Micronaut,-Xmx128m -Xms128m,5501,0,550.07,1.818,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Open Liberty,-Xmx128m -Xms128m,FAILED,FAILED,FAILED,FAILED,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Open Liberty,-Xmx128m -Xms128m,236,0,18.64,53.634,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Open Liberty,-Xmx128m -Xms128m,FAILED,FAILED,FAILED,FAILED,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Open Liberty,-Xmx128m -Xms128m,FAILED,FAILED,FAILED,FAILED,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot WebFlux,-Xmx128m -Xms128m,7497,0,749.66,1.334,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot WebFlux,-Xmx128m -Xms128m,7269,0,726.89,1.376,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot WebFlux,-Xmx128m -Xms128m,7352,0,735.20,1.360,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Spring Boot WebFlux,-Xmx128m -Xms128m,7516,0,751.31,1.331,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,No framework,-Xmx128m -Xms128m,50837,0,5083.66,0.197,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,No framework,-Xmx128m -Xms128m,38153,0,3815.20,0.262,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,No framework,-Xmx128m -Xms128m,47119,0,4711.88,0.212,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,No framework,-Xmx128m -Xms128m,34075,0,3407.37,0.293,4,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Vert.x,-Xmx128m -Xms128m,28536,0,2853.59,0.350,1,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Vert.x,-Xmx128m -Xms128m,33394,0,3339.39,0.299,1,4,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Vert.x,-Xmx128m -Xms128m,28415,0,2841.49,0.352,4,1,10
openj9_12_02,OpenJ9 12,12,Metronome policy,Metronome,Vert.x,-Xmx128m -Xms128m,32196,0,3219.59,0.311,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Akka,-Xmx512m -Xms512m,2854,0,285.39,3.504,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Akka,-Xmx512m -Xms512m,2807,0,280.66,3.563,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Akka,-Xmx512m -Xms512m,2777,0,277.68,3.601,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Akka,-Xmx512m -Xms512m,2863,0,286.28,3.493,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Quarkus,-Xmx512m -Xms512m,6897,0,689.69,1.450,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Quarkus,-Xmx512m -Xms512m,11841,0,1183.54,0.845,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Quarkus,-Xmx512m -Xms512m,5281,0,527.63,1.895,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Quarkus,-Xmx512m -Xms512m,14378,0,1437.20,0.696,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Helidon SE,-Xmx512m -Xms512m,16562,0,1656.19,0.604,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Helidon SE,-Xmx512m -Xms512m,19146,0,1914.60,0.522,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Helidon SE,-Xmx512m -Xms512m,15168,0,1516.79,0.659,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Helidon SE,-Xmx512m -Xms512m,18187,0,1818.70,0.550,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot,-Xmx512m -Xms512m,8687,0,868.68,1.151,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot,-Xmx512m -Xms512m,9401,0,940.08,1.064,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot,-Xmx512m -Xms512m,9027,0,902.67,1.108,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot,-Xmx512m -Xms512m,9491,0,948.82,1.054,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Micronaut,-Xmx512m -Xms512m,7836,0,783.50,1.276,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Micronaut,-Xmx512m -Xms512m,6482,0,648.11,1.543,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Micronaut,-Xmx512m -Xms512m,7203,0,720.14,1.389,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Micronaut,-Xmx512m -Xms512m,5791,0,579.08,1.727,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Open Liberty,-Xmx512m -Xms512m,6704,0,670.38,1.492,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Open Liberty,-Xmx512m -Xms512m,9023,0,902.27,1.108,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Open Liberty,-Xmx512m -Xms512m,9998,0,999.80,1.000,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Open Liberty,-Xmx512m -Xms512m,8394,0,839.39,1.191,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot WebFlux,-Xmx512m -Xms512m,11348,0,1134.79,0.881,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot WebFlux,-Xmx512m -Xms512m,11142,0,1114.20,0.898,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot WebFlux,-Xmx512m -Xms512m,10687,0,1068.69,0.936,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot WebFlux,-Xmx512m -Xms512m,12552,0,1255.20,0.797,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,No framework,-Xmx512m -Xms512m,59738,0,5973.79,0.167,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,No framework,-Xmx512m -Xms512m,38603,0,3860.25,0.259,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,No framework,-Xmx512m -Xms512m,54484,0,5448.40,0.184,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,No framework,-Xmx512m -Xms512m,45809,0,4580.83,0.218,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Vert.x,-Xmx512m -Xms512m,38503,0,3850.29,0.260,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Vert.x,-Xmx512m -Xms512m,37026,0,3702.51,0.270,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Vert.x,-Xmx512m -Xms512m,35598,0,3559.79,0.281,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Vert.x,-Xmx512m -Xms512m,44477,0,4447.70,0.225,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Akka,-Xmx128m -Xms128m,2796,0,279.58,3.577,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Akka,-Xmx128m -Xms128m,2716,0,271.56,3.682,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Akka,-Xmx128m -Xms128m,2840,0,283.96,3.522,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Akka,-Xmx128m -Xms128m,2816,0,281.58,3.551,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Quarkus,-Xmx128m -Xms128m,5875,0,587.28,1.703,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Quarkus,-Xmx128m -Xms128m,14587,0,1457.96,0.686,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Quarkus,-Xmx128m -Xms128m,5352,0,535.08,1.869,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Quarkus,-Xmx128m -Xms128m,13835,0,1383.20,0.723,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Helidon SE,-Xmx128m -Xms128m,19563,0,1956.30,0.511,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Helidon SE,-Xmx128m -Xms128m,16211,0,1621.04,0.617,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Helidon SE,-Xmx128m -Xms128m,19333,0,1933.30,0.517,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Helidon SE,-Xmx128m -Xms128m,17757,0,1775.70,0.563,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot,-Xmx128m -Xms128m,7960,0,795.98,1.256,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot,-Xmx128m -Xms128m,8714,0,871.36,1.148,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot,-Xmx128m -Xms128m,7982,0,798.18,1.253,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot,-Xmx128m -Xms128m,8737,0,873.65,1.145,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Micronaut,-Xmx128m -Xms128m,7203,0,720.03,1.389,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Micronaut,-Xmx128m -Xms128m,5956,0,595.17,1.680,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Micronaut,-Xmx128m -Xms128m,7485,0,748.49,1.336,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Micronaut,-Xmx128m -Xms128m,6082,0,608.14,1.644,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Open Liberty,-Xmx128m -Xms128m,7612,0,760.65,1.315,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Open Liberty,-Xmx128m -Xms128m,7862,0,786.20,1.272,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Open Liberty,-Xmx128m -Xms128m,7721,0,772.07,1.295,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Open Liberty,-Xmx128m -Xms128m,5366,0,535.68,1.867,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot WebFlux,-Xmx128m -Xms128m,9319,0,931.74,1.073,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot WebFlux,-Xmx128m -Xms128m,8965,0,896.50,1.115,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot WebFlux,-Xmx128m -Xms128m,9459,0,945.88,1.057,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Spring Boot WebFlux,-Xmx128m -Xms128m,9956,0,995.12,1.005,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,No framework,-Xmx128m -Xms128m,56809,0,5680.89,0.176,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,No framework,-Xmx128m -Xms128m,44699,0,4469.89,0.224,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,No framework,-Xmx128m -Xms128m,48627,0,4861.07,0.206,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,No framework,-Xmx128m -Xms128m,37341,0,3734.08,0.268,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Vert.x,-Xmx128m -Xms128m,37023,0,3702.30,0.270,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Vert.x,-Xmx128m -Xms128m,48119,0,4811.90,0.208,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Vert.x,-Xmx128m -Xms128m,39514,0,3951.38,0.253,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Pause policy,OptAvgPause,Vert.x,-Xmx128m -Xms128m,42679,0,4267.89,0.234,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Akka,-Xmx512m -Xms512m,2691,0,269.07,3.717,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Akka,-Xmx512m -Xms512m,2574,0,257.39,3.885,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Akka,-Xmx512m -Xms512m,2780,0,277.68,3.601,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Akka,-Xmx512m -Xms512m,2705,0,270.47,3.697,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx512m -Xms512m,5284,0,528.39,1.893,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx512m -Xms512m,13137,0,1313.63,0.761,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx512m -Xms512m,5426,0,542.52,1.843,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx512m -Xms512m,12767,0,1276.22,0.784,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx512m -Xms512m,16213,0,1620.81,0.617,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx512m -Xms512m,22072,0,2207.20,0.453,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx512m -Xms512m,13032,0,1303.18,0.767,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx512m -Xms512m,19482,0,1946.23,0.514,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx512m -Xms512m,8641,0,864.10,1.157,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx512m -Xms512m,9479,0,947.89,1.055,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx512m -Xms512m,8651,0,865.10,1.156,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx512m -Xms512m,9531,0,951.92,1.051,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx512m -Xms512m,7778,0,777.78,1.286,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx512m -Xms512m,6003,0,600.27,1.666,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx512m -Xms512m,7852,0,785.18,1.274,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx512m -Xms512m,6353,0,635.28,1.574,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx512m -Xms512m,8751,0,875.08,1.143,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx512m -Xms512m,9885,0,988.48,1.012,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx512m -Xms512m,7252,0,725.18,1.379,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx512m -Xms512m,9787,0,978.70,1.022,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx512m -Xms512m,11672,0,1167.18,0.857,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx512m -Xms512m,12482,0,1248.19,0.801,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx512m -Xms512m,10405,0,1040.49,0.961,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx512m -Xms512m,13020,0,1301.99,0.768,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,No framework,-Xmx512m -Xms512m,43557,0,4355.69,0.230,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,No framework,-Xmx512m -Xms512m,43484,0,4348.38,0.230,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,No framework,-Xmx512m -Xms512m,55324,0,5532.17,0.181,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,No framework,-Xmx512m -Xms512m,42160,0,4215.99,0.237,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx512m -Xms512m,39618,0,3961.80,0.252,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx512m -Xms512m,41282,0,4127.70,0.242,1,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx512m -Xms512m,39409,0,3940.89,0.254,4,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx512m -Xms512m,45569,0,4556.89,0.219,4,4,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Akka,-Xmx128m -Xms128m,2855,0,285.46,3.503,1,1,10
openj9_12_02,OpenJ9 12,12,Optimize Throughput policy,OptTruPut,Akka,-Xmx128m -Xms128m,2930,0,292.58,3.418,1,4,10
