hse,8,419
hse,8,402
hse,8,412
hse,8,414
hse,8,412
hse,8,430
hse,8,456
hse,8,414
hse,8,431
hse,8,458
hse,8,406
hse,8,408
hse,8,415
hse,8,418
hse,8,446
hse,8,418
hse,8,406
hse,8,411
hse,8,431
hse,8,403
hse,8,415
hse,8,406
hse,8,396
hse,8,452
hse,8,421
hse,8,407
hse,8,424
hse,8,410
hse,8,404
hse,8,415
hse,8,402
hse,8,424
hse,8,422
hse,8,395
hse,8,415
hse,8,459
hse,8,407
hse,8,432
hse,8,409
hse,8,423
hse,8,406
hse,8,412
hse,8,403
hse,8,407
hse,8,415
hse,8,407
hse,8,419
hse,8,409
hse,8,406
hse,8,403
hse,8,427
hse,8,439
hse,8,415
hse,8,419
hse,8,403
hse,8,407
hse,8,437
hse,8,409
hse,8,407
hse,8,419
hse,8,415
hse,8,403
hse,8,410
hse,8,425
hse,8,422
hse,8,409
hse,8,412
hse,8,411
hse,8,406
hse,8,430
hse,8,413
hse,8,411
hse,8,407
hse,8,432
hse,8,405
hse,8,410
hse,8,408
hse,8,402
hse,8,411
hse,8,415
hse,8,414
hse,8,411
hse,8,452
hse,8,406
hse,8,403
hse,8,415
hse,8,402
hse,8,404
hse,8,415
hse,8,403
hse,8,415
hse,8,443
hse,8,407
hse,8,402
hse,8,421
hse,8,393
hse,8,434
hse,8,425
hse,8,415
hse,8,407
mn,8,881
mn,8,870
mn,8,855
mn,8,847
mn,8,859
mn,8,888
mn,8,863
mn,8,870
mn,8,855
mn,8,868
mn,8,850
mn,8,875
mn,8,843
mn,8,843
mn,8,867
mn,8,860
mn,8,867
mn,8,843
mn,8,867
mn,8,888
mn,8,869
mn,8,890
mn,8,904
mn,8,843
mn,8,864
mn,8,850
mn,8,884
mn,8,873
mn,8,855
mn,8,843
mn,8,864
mn,8,878
mn,8,847
mn,8,887
mn,8,842
mn,8,847
mn,8,883
mn,8,855
mn,8,847
mn,8,879
mn,8,844
mn,8,859
mn,8,847
mn,8,851
mn,8,875
mn,8,839
mn,8,859
mn,8,875
mn,8,856
mn,8,863
mn,8,851
mn,8,851
mn,8,835
mn,8,847
mn,8,835
mn,8,849
mn,8,836
mn,8,843
mn,8,867
mn,8,855
mn,8,875
mn,8,846
mn,8,843
mn,8,847
mn,8,859
mn,8,864
mn,8,854
mn,8,846
mn,8,895
mn,8,855
mn,8,839
mn,8,851
mn,8,868
mn,8,858
mn,8,849
mn,8,837
mn,8,855
mn,8,847
mn,8,851
mn,8,847
mn,8,851
mn,8,847
mn,8,883
mn,8,846
mn,8,847
mn,8,867
mn,8,843
mn,8,838
mn,8,835
mn,8,835
mn,8,879
