jvm_short,jvm_descr,jvm_vendor,jvm_major_version,gc_descr,gc_short,framework,memflag,compl_req,failed_req,req_per_sec,time_per_req_avg,cpus,concurrency,duration
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Akka,-Xmx128m -Xms128m,11809,0,590.45,1.694,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx128m -Xms128m,34940,0,1747.00,0.572,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx128m -Xms128m,57544,0,2872.24,0.348,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx128m -Xms128m,47026,0,2351.30,0.425,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx128m -Xms128m,33702,0,1685.10,0.593,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx128m -Xms128m,62389,0,3119.43,0.321,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx128m -Xms128m,45469,0,2243.42,0.446,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx128m -Xms128m,33037,0,1651.71,0.605,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx128m -Xms128m,60100,0,3004.99,0.333,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx128m -Xms128m,FAILED,FAILED,FAILED,FAILED,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx128m -Xms128m,96203,0,4810.13,0.208,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx128m -Xms128m,110483,0,5523.71,0.181,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx128m -Xms128m,123358,0,6167.89,0.162,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx128m -Xms128m,98723,0,4936.13,0.203,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx128m -Xms128m,81560,0,4077.48,0.245,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx128m -Xms128m,122591,0,6129.55,0.163,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx128m -Xms128m,99730,0,4986.50,0.201,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx128m -Xms128m,90261,0,4512.46,0.222,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx128m -Xms128m,121462,0,6073.09,0.165,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx128m -Xms128m,31789,0,1589.43,0.629,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx128m -Xms128m,34593,0,1729.64,0.578,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx128m -Xms128m,33206,0,1658.91,0.603,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx128m -Xms128m,30743,0,1537.13,0.651,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx128m -Xms128m,33832,0,1690.68,0.591,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx128m -Xms128m,31547,0,1577.34,0.634,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx128m -Xms128m,32279,0,1613.93,0.620,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx128m -Xms128m,34867,0,1743.34,0.574,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx128m -Xms128m,32188,0,1609.39,0.621,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx128m -Xms128m,56611,0,2830.54,0.353,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx128m -Xms128m,36853,0,1842.65,0.543,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx128m -Xms128m,37527,0,1875.77,0.533,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx128m -Xms128m,53261,0,2663.03,0.376,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx128m -Xms128m,35030,0,1751.45,0.571,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx128m -Xms128m,37920,0,1896.00,0.527,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx128m -Xms128m,56543,0,2827.15,0.354,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx128m -Xms128m,36301,0,1815.05,0.551,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx128m -Xms128m,38050,0,1902.50,0.526,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx128m -Xms128m,37747,0,1881.18,0.532,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx128m -Xms128m,42492,0,2124.09,0.471,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx128m -Xms128m,47947,0,2397.35,0.417,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx128m -Xms128m,35107,0,1755.31,0.570,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx128m -Xms128m,41827,0,2091.34,0.478,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx128m -Xms128m,43622,0,2181.08,0.458,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx128m -Xms128m,33805,0,1690.25,0.592,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx128m -Xms128m,40771,0,2038.24,0.491,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx128m -Xms128m,47429,0,2370.95,0.422,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx128m -Xms128m,63549,0,3177.42,0.315,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx128m -Xms128m,65308,0,3265.39,0.306,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx128m -Xms128m,68400,0,3420.00,0.292,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx128m -Xms128m,64762,0,3237.53,0.309,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx128m -Xms128m,64453,0,3220.69,0.310,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx128m -Xms128m,65953,0,3291.73,0.304,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx128m -Xms128m,64458,0,3220.38,0.311,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx128m -Xms128m,68862,0,3439.49,0.291,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx128m -Xms128m,71096,0,3554.80,0.281,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx128m -Xms128m,185901,0,9294.50,0.108,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx128m -Xms128m,119833,0,5991.56,0.167,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx128m -Xms128m,128111,0,6403.43,0.156,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx128m -Xms128m,177834,0,8891.68,0.112,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx128m -Xms128m,125186,0,6259.29,0.160,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx128m -Xms128m,125233,0,6260.63,0.160,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx128m -Xms128m,184482,0,9224.08,0.108,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx128m -Xms128m,122522,0,6126.07,0.163,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx128m -Xms128m,122344,0,6116.84,0.163,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx128m -Xms128m,140126,0,7006.29,0.143,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx128m -Xms128m,167429,0,8371.45,0.119,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx128m -Xms128m,199606,0,9980.30,0.100,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx128m -Xms128m,140280,0,7013.98,0.143,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx128m -Xms128m,174546,0,8727.29,0.115,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx128m -Xms128m,203767,0,10188.33,0.098,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx128m -Xms128m,136960,0,6847.98,0.146,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx128m -Xms128m,182646,0,9132.30,0.110,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx128m -Xms128m,195916,0,9795.80,0.102,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Akka,-Xmx50m -Xms50m,11233,0,561.58,1.781,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Akka,-Xmx50m -Xms50m,9278,0,463.37,2.158,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Akka,-Xmx50m -Xms50m,11294,0,564.69,1.771,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Akka,-Xmx50m -Xms50m,10643,0,532.02,1.880,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Akka,-Xmx50m -Xms50m,10882,0,544.10,1.838,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Akka,-Xmx50m -Xms50m,10740,0,534.73,1.870,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Akka,-Xmx50m -Xms50m,10603,0,530.02,1.887,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Akka,-Xmx50m -Xms50m,10414,0,520.68,1.921,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Akka,-Xmx50m -Xms50m,10363,0,518.15,1.930,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx50m -Xms50m,34290,0,1714.50,0.583,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx50m -Xms50m,57616,0,2880.80,0.347,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx50m -Xms50m,FAILED,FAILED,FAILED,FAILED,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx50m -Xms50m,34398,0,1719.90,0.581,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx50m -Xms50m,59794,0,2986.80,0.335,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx50m -Xms50m,37813,0,1861.89,0.537,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx50m -Xms50m,32753,0,1637.62,0.611,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx50m -Xms50m,57752,0,2887.60,0.346,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Quarkus,-Xmx50m -Xms50m,43544,0,2176.71,0.459,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx50m -Xms50m,93109,0,4654.81,0.215,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx50m -Xms50m,105855,0,5292.75,0.189,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx50m -Xms50m,118006,0,5900.29,0.169,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx50m -Xms50m,93689,0,4684.45,0.213,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx50m -Xms50m,105631,0,5281.53,0.189,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx50m -Xms50m,117449,0,5872.45,0.170,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx50m -Xms50m,90001,0,4499.38,0.222,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx50m -Xms50m,91366,0,4567.25,0.219,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Helidon SE,-Xmx50m -Xms50m,115687,0,5784.34,0.173,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx50m -Xms50m,28565,0,1427.33,0.701,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx50m -Xms50m,34676,0,1732.46,0.577,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx50m -Xms50m,33693,0,1684.21,0.594,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx50m -Xms50m,28841,0,1442.04,0.693,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx50m -Xms50m,29704,0,1485.20,0.673,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx50m -Xms50m,31527,0,1576.34,0.634,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx50m -Xms50m,28244,0,1412.20,0.708,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx50m -Xms50m,33134,0,1656.69,0.604,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot,-Xmx50m -Xms50m,32041,0,1602.04,0.624,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx50m -Xms50m,50850,0,2542.39,0.393,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx50m -Xms50m,34248,0,1712.37,0.584,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx50m -Xms50m,35524,0,1776.17,0.563,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx50m -Xms50m,50070,0,2503.49,0.399,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx50m -Xms50m,34343,0,1717.15,0.582,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx50m -Xms50m,36098,0,1804.86,0.554,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx50m -Xms50m,52378,0,2618.88,0.382,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx50m -Xms50m,33810,0,1689.92,0.592,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Micronaut,-Xmx50m -Xms50m,35847,0,1792.31,0.558,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx50m -Xms50m,31516,0,1571.13,0.636,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx50m -Xms50m,38320,0,1912.82,0.523,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx50m -Xms50m,43104,0,2155.18,0.464,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx50m -Xms50m,31329,0,1566.45,0.638,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx50m -Xms50m,36832,0,1841.59,0.543,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx50m -Xms50m,41880,0,2093.99,0.478,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx50m -Xms50m,32748,0,1635.65,0.611,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx50m -Xms50m,37092,0,1854.60,0.539,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Open Liberty,-Xmx50m -Xms50m,36119,0,1805.95,0.554,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx50m -Xms50m,50384,0,2519.18,0.397,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx50m -Xms50m,51912,0,2595.58,0.385,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx50m -Xms50m,53826,0,2691.15,0.372,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx50m -Xms50m,50101,0,2503.96,0.399,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx50m -Xms50m,51517,0,2572.82,0.389,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx50m -Xms50m,50730,0,2536.49,0.394,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx50m -Xms50m,51439,0,2571.95,0.389,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx50m -Xms50m,50785,0,2539.19,0.394,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Spring Boot WebFlux,-Xmx50m -Xms50m,52046,0,2602.18,0.384,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx50m -Xms50m,163608,0,8180.38,0.122,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx50m -Xms50m,115421,0,5770.02,0.173,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx50m -Xms50m,117385,0,5869.23,0.170,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx50m -Xms50m,159203,0,7957.76,0.126,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx50m -Xms50m,118979,0,5948.94,0.168,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx50m -Xms50m,117736,0,5886.80,0.170,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx50m -Xms50m,167156,0,8357.80,0.120,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx50m -Xms50m,116999,0,5849.09,0.171,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,No framework,-Xmx50m -Xms50m,116850,0,5842.28,0.171,8,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx50m -Xms50m,130246,0,6512.29,0.154,1,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx50m -Xms50m,169825,0,8491.25,0.118,1,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx50m -Xms50m,174118,0,8705.90,0.115,1,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx50m -Xms50m,129019,0,6450.94,0.155,4,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx50m -Xms50m,162508,0,8125.40,0.123,4,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx50m -Xms50m,183564,0,9178.19,0.109,4,8,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx50m -Xms50m,126330,0,6316.49,0.158,8,1,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx50m -Xms50m,169584,0,8479.19,0.118,8,4,20
openj9_11_04,OpenJ9 11,OpenJ9,11,Optimize Throughput policy,OptTruPut,Vert.x,-Xmx50m -Xms50m,179118,0,8955.89,0.112,8,8,20
openj9_12_02,OpenJ9 12,OpenJ9,12,Generational Concurrent policy,GenCon,Akka,-Xmx512m -Xms512m,11583,0,578.91,1.727,1,1,20
openj9_12_02,OpenJ9 12,OpenJ9,12,Generational Concurrent policy,GenCon,Akka,-Xmx512m -Xms512m,10987,0,549.34,1.820,1,4,20
openj9_12_02,OpenJ9 12,OpenJ9,12,Generational Concurrent policy,GenCon,Akka,-Xmx512m -Xms512m,11118,0,555.88,1.799,1,8,20
openj9_12_02,OpenJ9 12,OpenJ9,12,Generational Concurrent policy,GenCon,Akka,-Xmx512m -Xms512m,11535,0,576.75,1.734,4,1,20
openj9_12_02,OpenJ9 12,OpenJ9,12,Generational Concurrent policy,GenCon,Akka,-Xmx512m -Xms512m,10954,0,547.54,1.826,4,4,20
openj9_12_02,OpenJ9 12,OpenJ9,12,Generational Concurrent policy,GenCon,Akka,-Xmx512m -Xms512m,11910,0,595.36,1.680,4,8,20
openj9_12_02,OpenJ9 12,OpenJ9,12,Generational Concurrent policy,GenCon,Akka,-Xmx512m -Xms512m,11725,0,586.25,1.706,8,1,20
openj9_12_02,OpenJ9 12,OpenJ9,12,Generational Concurrent policy,GenCon,Akka,-Xmx512m -Xms512m,10762,0,538.09,1.858,8,4,20
openj9_12_02,OpenJ9 12,OpenJ9,12,Generational Concurrent policy,GenCon,Akka,-Xmx512m -Xms512m,11966,0,598.29,1.671,8,8,20
openj9_12_02,OpenJ9 12,OpenJ9,12,Generational Concurrent policy,GenCon,Quarkus,-Xmx512m -Xms512m,37284,0,1863.97,0.536,1,1,20
